2026-05-05 17:10:57 | Experiment | INFO | experiment.py:165 | [temp0.1_1:Experiment] An experiment with the same name already exists. Created a new experiment 'temp0.1_1' with Experiment ID: 25 at /home/ayliang/rapidfireai/rapidfire_experiments/temp0.1_1
2026-05-05 17:18:32 | QueryProcessingActor-3 | INFO | query_actor.py:169 | [temp0.1_1:QueryProcessingActor-3] Reusing existing inference engine (config hash: cfb4626d)
2026-05-05 17:18:32 | QueryProcessingActor-3 | INFO | query_actor.py:198 | [temp0.1_1:QueryProcessingActor-3] Recreated embedding function: OpenAIEmbeddings
2026-05-05 17:18:32 | QueryProcessingActor-3 | INFO | query_actor.py:211 | [temp0.1_1:QueryProcessingActor-3] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-05-05 17:18:32 | QueryProcessingActor-3 | INFO | query_actor.py:215 | [temp0.1_1:QueryProcessingActor-3] Deserializing FAISS index for this actor...
2026-05-05 17:18:32 | QueryProcessingActor-3 | INFO | query_actor.py:230 | [temp0.1_1:QueryProcessingActor-3] Created independent FAISS vector store for this actor
2026-05-05 17:18:32 | QueryProcessingActor-3 | INFO | query_actor.py:260 | [temp0.1_1:QueryProcessingActor-3] Recreated retriever with search_type=similarity
2026-05-05 17:18:32 | sentence_transformers.base.model | INFO | model.py:962 | No modules.json found for BAAI/bge-reranker-v2-m3, initializing a new CrossEncoder model.
2026-05-05 17:18:34 | QueryProcessingActor-3 | INFO | query_actor.py:277 | [temp0.1_1:QueryProcessingActor-3] Recreated RAG spec with retrieval mode
2026-05-05 17:18:57 | Controller | INFO | controller.py:1299 | [temp0.1_1:Controller] Pipeline 3 completed shard 1 (1 batches, 121.72s)
2026-05-05 17:18:57 | Controller | INFO | controller.py:1422 | [temp0.1_1:Controller] Scheduling pipeline 7 (Pipeline 7) on actor 0 for shard 1 (1 batches)
2026-05-05 17:18:57 | QueryProcessingActor-0 | INFO | query_actor.py:169 | [temp0.1_1:QueryProcessingActor-0] Reusing existing inference engine (config hash: cfb4626d)
2026-05-05 17:18:57 | QueryProcessingActor-0 | INFO | query_actor.py:198 | [temp0.1_1:QueryProcessingActor-0] Recreated embedding function: OpenAIEmbeddings
2026-05-05 17:18:57 | QueryProcessingActor-0 | INFO | query_actor.py:211 | [temp0.1_1:QueryProcessingActor-0] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-05-05 17:18:57 | QueryProcessingActor-0 | INFO | query_actor.py:215 | [temp0.1_1:QueryProcessingActor-0] Deserializing FAISS index for this actor...
2026-05-05 17:18:57 | QueryProcessingActor-0 | INFO | query_actor.py:230 | [temp0.1_1:QueryProcessingActor-0] Created independent FAISS vector store for this actor
2026-05-05 17:18:57 | QueryProcessingActor-0 | INFO | query_actor.py:260 | [temp0.1_1:QueryProcessingActor-0] Recreated retriever with search_type=similarity
2026-05-05 17:18:57 | sentence_transformers.base.model | INFO | model.py:962 | No modules.json found for BAAI/bge-reranker-v2-m3, initializing a new CrossEncoder model.
2026-05-05 17:18:59 | QueryProcessingActor-0 | INFO | query_actor.py:277 | [temp0.1_1:QueryProcessingActor-0] Recreated RAG spec with retrieval mode
2026-05-05 17:18:59 | Controller | INFO | controller.py:1299 | [temp0.1_1:Controller] Pipeline 4 completed shard 1 (1 batches, 122.13s)
2026-05-05 17:18:59 | Controller | INFO | controller.py:1422 | [temp0.1_1:Controller] Scheduling pipeline 8 (Pipeline 8) on actor 1 for shard 1 (1 batches)
2026-05-05 17:18:59 | QueryProcessingActor-1 | INFO | query_actor.py:169 | [temp0.1_1:QueryProcessingActor-1] Reusing existing inference engine (config hash: cfb4626d)
2026-05-05 17:18:59 | QueryProcessingActor-1 | INFO | query_actor.py:198 | [temp0.1_1:QueryProcessingActor-1] Recreated embedding function: OpenAIEmbeddings
2026-05-05 17:18:59 | QueryProcessingActor-1 | INFO | query_actor.py:211 | [temp0.1_1:QueryProcessingActor-1] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-05-05 17:18:59 | QueryProcessingActor-1 | INFO | query_actor.py:215 | [temp0.1_1:QueryProcessingActor-1] Deserializing FAISS index for this actor...
2026-05-05 17:18:59 | QueryProcessingActor-1 | INFO | query_actor.py:230 | [temp0.1_1:QueryProcessingActor-1] Created independent FAISS vector store for this actor
2026-05-05 17:18:59 | QueryProcessingActor-1 | INFO | query_actor.py:260 | [temp0.1_1:QueryProcessingActor-1] Recreated retriever with search_type=similarity
2026-05-05 17:18:59 | sentence_transformers.base.model | INFO | model.py:962 | No modules.json found for BAAI/bge-reranker-v2-m3, initializing a new CrossEncoder model.
2026-05-05 17:19:02 | QueryProcessingActor-1 | INFO | query_actor.py:277 | [temp0.1_1:QueryProcessingActor-1] Recreated RAG spec with retrieval mode
2026-05-05 17:20:09 | Controller | INFO | controller.py:1299 | [temp0.1_1:Controller] Pipeline 5 completed shard 1 (1 batches, 100.81s)
2026-05-05 17:20:09 | Controller | INFO | controller.py:1422 | [temp0.1_1:Controller] Scheduling pipeline 1 (Pipeline 1) on actor 2 for shard 2 (1 batches)
2026-05-05 17:20:09 | QueryProcessingActor-2 | INFO | query_actor.py:169 | [temp0.1_1:QueryProcessingActor-2] Reusing existing inference engine (config hash: cfb4626d)
2026-05-05 17:20:09 | QueryProcessingActor-2 | INFO | query_actor.py:198 | [temp0.1_1:QueryProcessingActor-2] Recreated embedding function: OpenAIEmbeddings
2026-05-05 17:20:09 | QueryProcessingActor-2 | INFO | query_actor.py:211 | [temp0.1_1:QueryProcessingActor-2] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-05-05 17:20:09 | QueryProcessingActor-2 | INFO | query_actor.py:215 | [temp0.1_1:QueryProcessingActor-2] Deserializing FAISS index for this actor...
2026-05-05 17:20:09 | QueryProcessingActor-2 | INFO | query_actor.py:230 | [temp0.1_1:QueryProcessingActor-2] Created independent FAISS vector store for this actor
2026-05-05 17:20:09 | QueryProcessingActor-2 | INFO | query_actor.py:260 | [temp0.1_1:QueryProcessingActor-2] Recreated retriever with search_type=similarity
2026-05-05 17:20:09 | sentence_transformers.base.model | INFO | model.py:962 | No modules.json found for BAAI/bge-reranker-v2-m3, initializing a new CrossEncoder model.
2026-05-05 17:20:12 | QueryProcessingActor-2 | INFO | query_actor.py:277 | [temp0.1_1:QueryProcessingActor-2] Recreated RAG spec with retrieval mode
2026-05-05 17:20:16 | Controller | INFO | controller.py:1299 | [temp0.1_1:Controller] Pipeline 6 completed shard 1 (1 batches, 101.26s)
2026-05-05 17:20:16 | Controller | INFO | controller.py:1422 | [temp0.1_1:Controller] Scheduling pipeline 2 (Pipeline 2) on actor 3 for shard 2 (1 batches)
2026-05-05 17:20:16 | QueryProcessingActor-3 | INFO | query_actor.py:169 | [temp0.1_1:QueryProcessingActor-3] Reusing existing inference engine (config hash: cfb4626d)
2026-05-05 17:20:16 | QueryProcessingActor-3 | INFO | query_actor.py:198 | [temp0.1_1:QueryProcessingActor-3] Recreated embedding function: OpenAIEmbeddings
2026-05-05 17:20:16 | QueryProcessingActor-3 | INFO | query_actor.py:211 | [temp0.1_1:QueryProcessingActor-3] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-05-05 17:20:16 | QueryProcessingActor-3 | INFO | query_actor.py:215 | [temp0.1_1:QueryProcessingActor-3] Deserializing FAISS index for this actor...
2026-05-05 17:20:16 | QueryProcessingActor-3 | INFO | query_actor.py:230 | [temp0.1_1:QueryProcessingActor-3] Created independent FAISS vector store for this actor
2026-05-05 17:20:16 | QueryProcessingActor-3 | INFO | query_actor.py:260 | [temp0.1_1:QueryProcessingActor-3] Recreated retriever with search_type=similarity
2026-05-05 17:20:16 | sentence_transformers.base.model | INFO | model.py:962 | No modules.json found for BAAI/bge-reranker-v2-m3, initializing a new CrossEncoder model.
2026-05-05 17:20:19 | QueryProcessingActor-3 | INFO | query_actor.py:277 | [temp0.1_1:QueryProcessingActor-3] Recreated RAG spec with retrieval mode
2026-05-05 17:21:12 | Controller | INFO | controller.py:1299 | [temp0.1_1:Controller] Pipeline 1 completed shard 2 (1 batches, 59.63s)
2026-05-05 17:21:12 | Controller | INFO | controller.py:1422 | [temp0.1_1:Controller] Scheduling pipeline 3 (Pipeline 3) on actor 2 for shard 2 (1 batches)
2026-05-05 17:21:12 | QueryProcessingActor-2 | INFO | query_actor.py:169 | [temp0.1_1:QueryProcessingActor-2] Reusing existing inference engine (config hash: cfb4626d)
2026-05-05 17:21:12 | QueryProcessingActor-2 | INFO | query_actor.py:198 | [temp0.1_1:QueryProcessingActor-2] Recreated embedding function: OpenAIEmbeddings
2026-05-05 17:21:12 | QueryProcessingActor-2 | INFO | query_actor.py:211 | [temp0.1_1:QueryProcessingActor-2] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-05-05 17:21:12 | QueryProcessingActor-2 | INFO | query_actor.py:215 | [temp0.1_1:QueryProcessingActor-2] Deserializing FAISS index for this actor...
2026-05-05 17:21:12 | QueryProcessingActor-2 | INFO | query_actor.py:230 | [temp0.1_1:QueryProcessingActor-2] Created independent FAISS vector store for this actor
2026-05-05 17:21:12 | QueryProcessingActor-2 | INFO | query_actor.py:260 | [temp0.1_1:QueryProcessingActor-2] Recreated retriever with search_type=similarity
2026-05-05 17:21:12 | sentence_transformers.base.model | INFO | model.py:962 | No modules.json found for BAAI/bge-reranker-v2-m3, initializing a new CrossEncoder model.
2026-05-05 17:21:15 | QueryProcessingActor-2 | INFO | query_actor.py:277 | [temp0.1_1:QueryProcessingActor-2] Recreated RAG spec with retrieval mode
2026-05-05 17:21:18 | Controller | INFO | controller.py:1299 | [temp0.1_1:Controller] Pipeline 2 completed shard 2 (1 batches, 59.02s)
2026-05-05 17:21:18 | Controller | INFO | controller.py:1422 | [temp0.1_1:Controller] Scheduling pipeline 4 (Pipeline 4) on actor 3 for shard 2 (1 batches)
2026-05-05 17:21:18 | QueryProcessingActor-3 | INFO | query_actor.py:169 | [temp0.1_1:QueryProcessingActor-3] Reusing existing inference engine (config hash: cfb4626d)
2026-05-05 17:21:18 | QueryProcessingActor-3 | INFO | query_actor.py:198 | [temp0.1_1:QueryProcessingActor-3] Recreated embedding function: OpenAIEmbeddings
2026-05-05 17:21:18 | QueryProcessingActor-3 | INFO | query_actor.py:211 | [temp0.1_1:QueryProcessingActor-3] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-05-05 17:21:18 | QueryProcessingActor-3 | INFO | query_actor.py:215 | [temp0.1_1:QueryProcessingActor-3] Deserializing FAISS index for this actor...
2026-05-05 17:21:18 | QueryProcessingActor-3 | INFO | query_actor.py:230 | [temp0.1_1:QueryProcessingActor-3] Created independent FAISS vector store for this actor
2026-05-05 17:21:18 | QueryProcessingActor-3 | INFO | query_actor.py:260 | [temp0.1_1:QueryProcessingActor-3] Recreated retriever with search_type=similarity
2026-05-05 17:21:18 | sentence_transformers.base.model | INFO | model.py:962 | No modules.json found for BAAI/bge-reranker-v2-m3, initializing a new CrossEncoder model.
2026-05-05 17:21:21 | QueryProcessingActor-3 | INFO | query_actor.py:277 | [temp0.1_1:QueryProcessingActor-3] Recreated RAG spec with retrieval mode
2026-05-05 17:22:21 | Controller | INFO | controller.py:1299 | [temp0.1_1:Controller] Pipeline 7 completed shard 1 (1 batches, 201.60s)
2026-05-05 17:22:21 | Controller | INFO | controller.py:1299 | [temp0.1_1:Controller] Pipeline 8 completed shard 1 (1 batches, 198.91s)
2026-05-05 17:22:21 | Controller | INFO | controller.py:1422 | [temp0.1_1:Controller] Scheduling pipeline 5 (Pipeline 5) on actor 0 for shard 2 (1 batches)
2026-05-05 17:22:21 | QueryProcessingActor-0 | INFO | query_actor.py:169 | [temp0.1_1:QueryProcessingActor-0] Reusing existing inference engine (config hash: cfb4626d)
2026-05-05 17:22:21 | QueryProcessingActor-0 | INFO | query_actor.py:198 | [temp0.1_1:QueryProcessingActor-0] Recreated embedding function: OpenAIEmbeddings
2026-05-05 17:22:21 | QueryProcessingActor-0 | INFO | query_actor.py:211 | [temp0.1_1:QueryProcessingActor-0] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-05-05 17:22:21 | QueryProcessingActor-0 | INFO | query_actor.py:215 | [temp0.1_1:QueryProcessingActor-0] Deserializing FAISS index for this actor...
2026-05-05 17:22:21 | QueryProcessingActor-0 | INFO | query_actor.py:230 | [temp0.1_1:QueryProcessingActor-0] Created independent FAISS vector store for this actor
2026-05-05 17:22:21 | QueryProcessingActor-0 | INFO | query_actor.py:260 | [temp0.1_1:QueryProcessingActor-0] Recreated retriever with search_type=similarity
2026-05-05 17:22:21 | sentence_transformers.base.model | INFO | model.py:962 | No modules.json found for BAAI/bge-reranker-v2-m3, initializing a new CrossEncoder model.
2026-05-05 17:22:24 | QueryProcessingActor-0 | INFO | query_actor.py:277 | [temp0.1_1:QueryProcessingActor-0] Recreated RAG spec with retrieval mode
2026-05-05 17:22:24 | Controller | INFO | controller.py:1422 | [temp0.1_1:Controller] Scheduling pipeline 6 (Pipeline 6) on actor 1 for shard 2 (1 batches)
2026-05-05 17:22:24 | QueryProcessingActor-1 | INFO | query_actor.py:169 | [temp0.1_1:QueryProcessingActor-1] Reusing existing inference engine (config hash: cfb4626d)
2026-05-05 17:22:24 | QueryProcessingActor-1 | INFO | query_actor.py:198 | [temp0.1_1:QueryProcessingActor-1] Recreated embedding function: OpenAIEmbeddings
2026-05-05 17:22:24 | QueryProcessingActor-1 | INFO | query_actor.py:211 | [temp0.1_1:QueryProcessingActor-1] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-05-05 17:22:24 | QueryProcessingActor-1 | INFO | query_actor.py:215 | [temp0.1_1:QueryProcessingActor-1] Deserializing FAISS index for this actor...
2026-05-05 17:22:24 | QueryProcessingActor-1 | INFO | query_actor.py:230 | [temp0.1_1:QueryProcessingActor-1] Created independent FAISS vector store for this actor
2026-05-05 17:22:24 | QueryProcessingActor-1 | INFO | query_actor.py:260 | [temp0.1_1:QueryProcessingActor-1] Recreated retriever with search_type=similarity
2026-05-05 17:22:24 | sentence_transformers.base.model | INFO | model.py:962 | No modules.json found for BAAI/bge-reranker-v2-m3, initializing a new CrossEncoder model.
2026-05-05 17:22:26 | QueryProcessingActor-1 | INFO | query_actor.py:277 | [temp0.1_1:QueryProcessingActor-1] Recreated RAG spec with retrieval mode
2026-05-05 17:23:10 | Controller | INFO | controller.py:1299 | [temp0.1_1:Controller] Pipeline 3 completed shard 2 (1 batches, 115.35s)
2026-05-05 17:23:10 | Controller | INFO | controller.py:1422 | [temp0.1_1:Controller] Scheduling pipeline 7 (Pipeline 7) on actor 2 for shard 2 (1 batches)
2026-05-05 17:23:10 | QueryProcessingActor-2 | INFO | query_actor.py:169 | [temp0.1_1:QueryProcessingActor-2] Reusing existing inference engine (config hash: cfb4626d)
2026-05-05 17:23:10 | QueryProcessingActor-2 | INFO | query_actor.py:198 | [temp0.1_1:QueryProcessingActor-2] Recreated embedding function: OpenAIEmbeddings
2026-05-05 17:23:10 | QueryProcessingActor-2 | INFO | query_actor.py:211 | [temp0.1_1:QueryProcessingActor-2] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-05-05 17:23:10 | QueryProcessingActor-2 | INFO | query_actor.py:215 | [temp0.1_1:QueryProcessingActor-2] Deserializing FAISS index for this actor...
2026-05-05 17:23:10 | QueryProcessingActor-2 | INFO | query_actor.py:230 | [temp0.1_1:QueryProcessingActor-2] Created independent FAISS vector store for this actor
2026-05-05 17:23:10 | QueryProcessingActor-2 | INFO | query_actor.py:260 | [temp0.1_1:QueryProcessingActor-2] Recreated retriever with search_type=similarity
2026-05-05 17:23:10 | sentence_transformers.base.model | INFO | model.py:962 | No modules.json found for BAAI/bge-reranker-v2-m3, initializing a new CrossEncoder model.
2026-05-05 17:23:13 | QueryProcessingActor-2 | INFO | query_actor.py:277 | [temp0.1_1:QueryProcessingActor-2] Recreated RAG spec with retrieval mode
2026-05-05 17:23:16 | Controller | INFO | controller.py:1299 | [temp0.1_1:Controller] Pipeline 4 completed shard 2 (1 batches, 114.60s)
2026-05-05 17:23:16 | Controller | INFO | controller.py:1422 | [temp0.1_1:Controller] Scheduling pipeline 8 (Pipeline 8) on actor 3 for shard 2 (1 batches)
2026-05-05 17:23:16 | QueryProcessingActor-3 | INFO | query_actor.py:169 | [temp0.1_1:QueryProcessingActor-3] Reusing existing inference engine (config hash: cfb4626d)
2026-05-05 17:23:16 | QueryProcessingActor-3 | INFO | query_actor.py:198 | [temp0.1_1:QueryProcessingActor-3] Recreated embedding function: OpenAIEmbeddings
2026-05-05 17:23:16 | QueryProcessingActor-3 | INFO | query_actor.py:211 | [temp0.1_1:QueryProcessingActor-3] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-05-05 17:23:16 | QueryProcessingActor-3 | INFO | query_actor.py:215 | [temp0.1_1:QueryProcessingActor-3] Deserializing FAISS index for this actor...
2026-05-05 17:23:16 | QueryProcessingActor-3 | INFO | query_actor.py:230 | [temp0.1_1:QueryProcessingActor-3] Created independent FAISS vector store for this actor
2026-05-05 17:23:16 | QueryProcessingActor-3 | INFO | query_actor.py:260 | [temp0.1_1:QueryProcessingActor-3] Recreated retriever with search_type=similarity
2026-05-05 17:23:16 | sentence_transformers.base.model | INFO | model.py:962 | No modules.json found for BAAI/bge-reranker-v2-m3, initializing a new CrossEncoder model.
2026-05-05 17:23:18 | QueryProcessingActor-3 | INFO | query_actor.py:277 | [temp0.1_1:QueryProcessingActor-3] Recreated RAG spec with retrieval mode
2026-05-05 17:24:02 | Controller | INFO | controller.py:1299 | [temp0.1_1:Controller] Pipeline 5 completed shard 2 (1 batches, 97.64s)
2026-05-05 17:24:02 | Controller | INFO | controller.py:1422 | [temp0.1_1:Controller] Scheduling pipeline 1 (Pipeline 1) on actor 0 for shard 3 (1 batches)
2026-05-05 17:24:02 | QueryProcessingActor-0 | INFO | query_actor.py:169 | [temp0.1_1:QueryProcessingActor-0] Reusing existing inference engine (config hash: cfb4626d)
2026-05-05 17:24:02 | QueryProcessingActor-0 | INFO | query_actor.py:198 | [temp0.1_1:QueryProcessingActor-0] Recreated embedding function: OpenAIEmbeddings
2026-05-05 17:24:02 | QueryProcessingActor-0 | INFO | query_actor.py:211 | [temp0.1_1:QueryProcessingActor-0] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-05-05 17:24:02 | QueryProcessingActor-0 | INFO | query_actor.py:215 | [temp0.1_1:QueryProcessingActor-0] Deserializing FAISS index for this actor...
2026-05-05 17:24:02 | QueryProcessingActor-0 | INFO | query_actor.py:230 | [temp0.1_1:QueryProcessingActor-0] Created independent FAISS vector store for this actor
2026-05-05 17:24:02 | QueryProcessingActor-0 | INFO | query_actor.py:260 | [temp0.1_1:QueryProcessingActor-0] Recreated retriever with search_type=similarity
2026-05-05 17:24:02 | sentence_transformers.base.model | INFO | model.py:962 | No modules.json found for BAAI/bge-reranker-v2-m3, initializing a new CrossEncoder model.
2026-05-05 17:24:04 | QueryProcessingActor-0 | INFO | query_actor.py:277 | [temp0.1_1:QueryProcessingActor-0] Recreated RAG spec with retrieval mode
2026-05-05 17:24:08 | Controller | INFO | controller.py:1299 | [temp0.1_1:Controller] Pipeline 6 completed shard 2 (1 batches, 101.02s)
2026-05-05 17:24:08 | Controller | INFO | controller.py:1422 | [temp0.1_1:Controller] Scheduling pipeline 2 (Pipeline 2) on actor 1 for shard 3 (1 batches)
2026-05-05 17:24:08 | QueryProcessingActor-1 | INFO | query_actor.py:169 | [temp0.1_1:QueryProcessingActor-1] Reusing existing inference engine (config hash: cfb4626d)
2026-05-05 17:24:08 | QueryProcessingActor-1 | INFO | query_actor.py:198 | [temp0.1_1:QueryProcessingActor-1] Recreated embedding function: OpenAIEmbeddings
2026-05-05 17:24:08 | QueryProcessingActor-1 | INFO | query_actor.py:211 | [temp0.1_1:QueryProcessingActor-1] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-05-05 17:24:08 | QueryProcessingActor-1 | INFO | query_actor.py:215 | [temp0.1_1:QueryProcessingActor-1] Deserializing FAISS index for this actor...
2026-05-05 17:24:08 | QueryProcessingActor-1 | INFO | query_actor.py:230 | [temp0.1_1:QueryProcessingActor-1] Created independent FAISS vector store for this actor
2026-05-05 17:24:08 | QueryProcessingActor-1 | INFO | query_actor.py:260 | [temp0.1_1:QueryProcessingActor-1] Recreated retriever with search_type=similarity
2026-05-05 17:24:08 | sentence_transformers.base.model | INFO | model.py:962 | No modules.json found for BAAI/bge-reranker-v2-m3, initializing a new CrossEncoder model.
2026-05-05 17:24:10 | QueryProcessingActor-1 | INFO | query_actor.py:277 | [temp0.1_1:QueryProcessingActor-1] Recreated RAG spec with retrieval mode
2026-05-05 17:25:09 | Controller | INFO | controller.py:1192 | [temp0.1_1:Controller] Pipeline 1 completed all 4 shards
2026-05-05 17:25:10 | Controller | INFO | controller.py:1299 | [temp0.1_1:Controller] Pipeline 1 completed shard 3 (1 batches, 65.21s)
2026-05-05 17:25:10 | Controller | INFO | controller.py:1422 | [temp0.1_1:Controller] Scheduling pipeline 3 (Pipeline 3) on actor 0 for shard 3 (1 batches)
2026-05-05 17:25:10 | QueryProcessingActor-0 | INFO | query_actor.py:169 | [temp0.1_1:QueryProcessingActor-0] Reusing existing inference engine (config hash: cfb4626d)
2026-05-05 17:25:10 | QueryProcessingActor-0 | INFO | query_actor.py:198 | [temp0.1_1:QueryProcessingActor-0] Recreated embedding function: OpenAIEmbeddings
2026-05-05 17:25:10 | QueryProcessingActor-0 | INFO | query_actor.py:211 | [temp0.1_1:QueryProcessingActor-0] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-05-05 17:25:10 | QueryProcessingActor-0 | INFO | query_actor.py:215 | [temp0.1_1:QueryProcessingActor-0] Deserializing FAISS index for this actor...
2026-05-05 17:25:10 | QueryProcessingActor-0 | INFO | query_actor.py:230 | [temp0.1_1:QueryProcessingActor-0] Created independent FAISS vector store for this actor
2026-05-05 17:25:10 | QueryProcessingActor-0 | INFO | query_actor.py:260 | [temp0.1_1:QueryProcessingActor-0] Recreated retriever with search_type=similarity
2026-05-05 17:25:10 | sentence_transformers.base.model | INFO | model.py:962 | No modules.json found for BAAI/bge-reranker-v2-m3, initializing a new CrossEncoder model.
2026-05-05 17:25:12 | QueryProcessingActor-0 | INFO | query_actor.py:277 | [temp0.1_1:QueryProcessingActor-0] Recreated RAG spec with retrieval mode
2026-05-05 17:25:17 | Controller | INFO | controller.py:1192 | [temp0.1_1:Controller] Pipeline 2 completed all 4 shards
2026-05-05 17:25:17 | Controller | INFO | controller.py:1299 | [temp0.1_1:Controller] Pipeline 2 completed shard 3 (1 batches, 66.70s)
2026-05-05 17:25:17 | Controller | INFO | controller.py:1422 | [temp0.1_1:Controller] Scheduling pipeline 4 (Pipeline 4) on actor 1 for shard 3 (1 batches)
2026-05-05 17:25:17 | QueryProcessingActor-1 | INFO | query_actor.py:169 | [temp0.1_1:QueryProcessingActor-1] Reusing existing inference engine (config hash: cfb4626d)
2026-05-05 17:25:17 | QueryProcessingActor-1 | INFO | query_actor.py:198 | [temp0.1_1:QueryProcessingActor-1] Recreated embedding function: OpenAIEmbeddings
2026-05-05 17:25:17 | QueryProcessingActor-1 | INFO | query_actor.py:211 | [temp0.1_1:QueryProcessingActor-1] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-05-05 17:25:17 | QueryProcessingActor-1 | INFO | query_actor.py:215 | [temp0.1_1:QueryProcessingActor-1] Deserializing FAISS index for this actor...
2026-05-05 17:25:17 | QueryProcessingActor-1 | INFO | query_actor.py:230 | [temp0.1_1:QueryProcessingActor-1] Created independent FAISS vector store for this actor
2026-05-05 17:25:17 | QueryProcessingActor-1 | INFO | query_actor.py:260 | [temp0.1_1:QueryProcessingActor-1] Recreated retriever with search_type=similarity
2026-05-05 17:25:18 | sentence_transformers.base.model | INFO | model.py:962 | No modules.json found for BAAI/bge-reranker-v2-m3, initializing a new CrossEncoder model.
2026-05-05 17:25:20 | QueryProcessingActor-1 | INFO | query_actor.py:277 | [temp0.1_1:QueryProcessingActor-1] Recreated RAG spec with retrieval mode
2026-05-05 17:26:20 | Controller | INFO | controller.py:1299 | [temp0.1_1:Controller] Pipeline 7 completed shard 2 (1 batches, 186.37s)
2026-05-05 17:26:20 | Controller | INFO | controller.py:1422 | [temp0.1_1:Controller] Scheduling pipeline 5 (Pipeline 5) on actor 2 for shard 3 (1 batches)
2026-05-05 17:26:20 | QueryProcessingActor-2 | INFO | query_actor.py:169 | [temp0.1_1:QueryProcessingActor-2] Reusing existing inference engine (config hash: cfb4626d)
2026-05-05 17:26:20 | QueryProcessingActor-2 | INFO | query_actor.py:198 | [temp0.1_1:QueryProcessingActor-2] Recreated embedding function: OpenAIEmbeddings
2026-05-05 17:26:20 | QueryProcessingActor-2 | INFO | query_actor.py:211 | [temp0.1_1:QueryProcessingActor-2] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-05-05 17:26:20 | QueryProcessingActor-2 | INFO | query_actor.py:215 | [temp0.1_1:QueryProcessingActor-2] Deserializing FAISS index for this actor...
2026-05-05 17:26:20 | QueryProcessingActor-2 | INFO | query_actor.py:230 | [temp0.1_1:QueryProcessingActor-2] Created independent FAISS vector store for this actor
2026-05-05 17:26:20 | QueryProcessingActor-2 | INFO | query_actor.py:260 | [temp0.1_1:QueryProcessingActor-2] Recreated retriever with search_type=similarity
2026-05-05 17:26:20 | sentence_transformers.base.model | INFO | model.py:962 | No modules.json found for BAAI/bge-reranker-v2-m3, initializing a new CrossEncoder model.
2026-05-05 17:26:22 | QueryProcessingActor-2 | INFO | query_actor.py:277 | [temp0.1_1:QueryProcessingActor-2] Recreated RAG spec with retrieval mode
2026-05-05 17:26:32 | Controller | INFO | controller.py:1299 | [temp0.1_1:Controller] Pipeline 8 completed shard 2 (1 batches, 193.53s)
2026-05-05 17:26:32 | Controller | INFO | controller.py:1422 | [temp0.1_1:Controller] Scheduling pipeline 6 (Pipeline 6) on actor 3 for shard 3 (1 batches)
2026-05-05 17:26:32 | QueryProcessingActor-3 | INFO | query_actor.py:169 | [temp0.1_1:QueryProcessingActor-3] Reusing existing inference engine (config hash: cfb4626d)
2026-05-05 17:26:32 | QueryProcessingActor-3 | INFO | query_actor.py:198 | [temp0.1_1:QueryProcessingActor-3] Recreated embedding function: OpenAIEmbeddings
2026-05-05 17:26:32 | QueryProcessingActor-3 | INFO | query_actor.py:211 | [temp0.1_1:QueryProcessingActor-3] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-05-05 17:26:32 | QueryProcessingActor-3 | INFO | query_actor.py:215 | [temp0.1_1:QueryProcessingActor-3] Deserializing FAISS index for this actor...
2026-05-05 17:26:32 | QueryProcessingActor-3 | INFO | query_actor.py:230 | [temp0.1_1:QueryProcessingActor-3] Created independent FAISS vector store for this actor
2026-05-05 17:26:32 | QueryProcessingActor-3 | INFO | query_actor.py:260 | [temp0.1_1:QueryProcessingActor-3] Recreated retriever with search_type=similarity
2026-05-05 17:26:32 | sentence_transformers.base.model | INFO | model.py:962 | No modules.json found for BAAI/bge-reranker-v2-m3, initializing a new CrossEncoder model.
2026-05-05 17:26:35 | QueryProcessingActor-3 | INFO | query_actor.py:277 | [temp0.1_1:QueryProcessingActor-3] Recreated RAG spec with retrieval mode
2026-05-05 17:27:12 | Controller | INFO | controller.py:1192 | [temp0.1_1:Controller] Pipeline 3 completed all 4 shards
2026-05-05 17:27:13 | Controller | INFO | controller.py:1299 | [temp0.1_1:Controller] Pipeline 3 completed shard 3 (1 batches, 119.83s)
